File/Folder Name;Path;Type;URL;Size (bytes);Created Time
RPS Materail Bahan Listrik.docx;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS Materail Bahan Listrik.docx;File;https://docs.google.com/document/d/1PUX49vBkw-pKvYXf4VWp8oaAuAmLFmAr/edit?usp=drivesdk&ouid=101619384140483629602&rtpof=true&sd=true;155948;2026-06-13T08:50:50.242Z
RPS-OBE-MANAJEMEN PROYEK DAN K3.docx;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS-OBE-MANAJEMEN PROYEK DAN K3.docx;File;https://docs.google.com/document/d/1hcnbrprd9ovtUFJRdZLavFW1FwSjssRB/edit?usp=drivesdk&ouid=101619384140483629602&rtpof=true&sd=true;95973;2026-06-13T08:50:55.105Z
RPS OBE Dasar Telekomunikasi- Ref.pdf;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS OBE Dasar Telekomunikasi- Ref.pdf;File;https://drive.google.com/file/d/113phv1e3xBt7Pl6LkA6kTSPQc0rgFzFS/view?usp=drivesdk;305488;2026-06-13T08:50:51.666Z
Dasar Rangkaian Listrik  (RPS).docx;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/Dasar Rangkaian Listrik  (RPS).docx;File;https://docs.google.com/document/d/16h0RULqH7NYTE7qGru0Uz1RbsWla4fm1/edit?usp=drivesdk&ouid=101619384140483629602&rtpof=true&sd=true;106351;2026-06-13T08:50:49.420Z
RPS Kurikulum 2025;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS Kurikulum 2025;Directory;https://drive.google.com/drive/folders/1qoGRL2y6tQ38ZcOwz34Wk88iM03rq9Ng;;2026-06-01T13:28:49.989Z
RPS-OBE-Antarmuka dan Arsitektur Komputer.docx;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS Kurikulum 2025/RPS-OBE-Antarmuka dan Arsitektur Komputer.docx;File;https://docs.google.com/document/d/1AZCeThMFCVUtLt97yYRry3WuIRV0KIiP/edit?usp=drivesdk&ouid=101619384140483629602&rtpof=true&sd=true;83075;2026-06-01T13:33:33.306Z
RPS-OBE-MATEMATIKA DISKRIT.pdf;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS Kurikulum 2025/RPS-OBE-MATEMATIKA DISKRIT.pdf;File;https://drive.google.com/file/d/1EWz0L2M1ublCRRrOjsZEd4K8D2yMo831/view?usp=drivesdk;230469;2026-06-01T13:33:04.209Z
RPS-OBE-KECERDASAN BUATAN.pdf;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS Kurikulum 2025/RPS-OBE-KECERDASAN BUATAN.pdf;File;https://drive.google.com/file/d/1JAp67X7ALrGdU-VIG3V_7pqEhaqZKjH9/view?usp=drivesdk;238479;2026-06-01T13:32:58.432Z
RPS-OBE-SENSOR DAN TRANDUSER.pdf;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS Kurikulum 2025/RPS-OBE-SENSOR DAN TRANDUSER.pdf;File;https://drive.google.com/file/d/1BRY0SiVt1wN8bHXQDgVb4FTHqE87sOwU/view?usp=drivesdk;236178;2026-06-01T13:33:04.075Z
RPS-OBE-ETIKA PROFESI.pdf;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS Kurikulum 2025/RPS-OBE-ETIKA PROFESI.pdf;File;https://drive.google.com/file/d/1RZWaM5pwbRo29ODFCLGtY2jdU3LnmjCa/view?usp=drivesdk;243238;2026-06-01T13:32:55.945Z
RPS-OBE-KWU BERBASIS TEKNOLOGI.pdf;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS Kurikulum 2025/RPS-OBE-KWU BERBASIS TEKNOLOGI.pdf;File;https://drive.google.com/file/d/1JdF_oWGZ2gG8l58vDMSwj_ub3GSAdW6z/view?usp=drivesdk;242281;2026-06-01T13:33:00.279Z
RPS Materail Bahan Listrik.docx;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS Kurikulum 2025/RPS Materail Bahan Listrik.docx;File;https://docs.google.com/document/d/1tdqeFPYRvvPHL7bPoOH1P6JwNNNKuskZ/edit?usp=drivesdk&ouid=101619384140483629602&rtpof=true&sd=true;109755;2026-06-01T13:32:51.001Z
RPS OBE Dasar Telekomunikasi- Ref.pdf;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS Kurikulum 2025/RPS OBE Dasar Telekomunikasi- Ref.pdf;File;https://drive.google.com/file/d/1fjkh6CpNmHSgEfQwFZfK-2u2b1IV4vVU/view?usp=drivesdk;305488;2026-06-01T13:32:55.443Z
Dasar Rangkaian Listrik  (RPS).docx;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS Kurikulum 2025/Dasar Rangkaian Listrik  (RPS).docx;File;https://docs.google.com/document/d/1DJbHjVi9TYykARZ3AorvJxy9K8bLIQHn/edit?usp=drivesdk&ouid=101619384140483629602&rtpof=true&sd=true;79500;2026-06-01T13:32:47.226Z
RPS MKWK;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS MKWK;Directory;https://drive.google.com/drive/folders/1J8sDvvP5501gl8zNeE-dPphYxhaV_3x1;;2026-06-13T08:47:48.480Z
RPS Pendidikan Agama Konghucu.pdf;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS MKWK/RPS Pendidikan Agama Konghucu.pdf;File;https://drive.google.com/file/d/1mMmF5S8p_RALoyC7mZXr81wcvwZNXQr7/view?usp=drivesdk;722843;2026-06-13T08:52:04.779Z
RPS PENDIDIKAN PANCASILA OBE KURIKULUM 2025.pdf;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS MKWK/RPS PENDIDIKAN PANCASILA OBE KURIKULUM 2025.pdf;File;https://drive.google.com/file/d/1VAQtJF-EyuZTc7EIy2nGxXgg6k6p_IDS/view?usp=drivesdk;366841;2026-06-13T08:51:58.268Z
RPS Pendidikan Agama Buddha Venty.pdf;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS MKWK/RPS Pendidikan Agama Buddha Venty.pdf;File;https://drive.google.com/file/d/1SRa1KkYZtCfcVJiNUMBVfLFbX_v5oUBG/view?usp=drivesdk;796031;2026-06-13T08:52:05.026Z
RPS Ke-PGRI-an.docx;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS MKWK/RPS Ke-PGRI-an.docx;File;https://docs.google.com/document/d/18_xne05OImn2GQJOIhdI-m1HQ-eEtqNB/edit?usp=drivesdk&ouid=101619384140483629602&rtpof=true&sd=true;127710;2026-06-13T08:51:54.158Z
RPS MKU BINDO 2025.docx;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS MKWK/RPS MKU BINDO 2025.docx;File;https://docs.google.com/document/d/1PSYVsB_f6cwXfKO7ygD-1RAIF0_fCy6M/edit?usp=drivesdk&ouid=101619384140483629602&rtpof=true&sd=true;111216;2026-06-13T08:51:53.632Z
RPS Pendidikan Agama Hindu.pdf;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS MKWK/RPS Pendidikan Agama Hindu.pdf;File;https://drive.google.com/file/d/10s8FgbqQZMPyz3eS4ltpMIPxTdvfuhCD/view?usp=drivesdk;766324;2026-06-13T08:52:04.463Z
RPS PAI 2025 (2).docx;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS MKWK/RPS PAI 2025 (2).docx;File;https://docs.google.com/document/d/1NAOZGSoVDKZ0BZpsdt9503BZE5QFg4vO/edit?usp=drivesdk&ouid=101619384140483629602&rtpof=true&sd=true;87815;2026-06-13T08:51:53.260Z
RPS BHS INGGRIS -2025-L.docx;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS MKWK/RPS BHS INGGRIS -2025-L.docx;File;https://docs.google.com/document/d/1-Ic7nL9EM5d6PREhbFqVfJ2rU4MZPCIp/edit?usp=drivesdk&ouid=101619384140483629602&rtpof=true&sd=true;257602;2026-06-13T08:51:56.415Z
RPS Agama Katolik_2025.pdf;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS MKWK/RPS Agama Katolik_2025.pdf;File;https://drive.google.com/file/d/1TNx3LAZ_IiY5ozI5lg9m9wfNuAiDiihP/view?usp=drivesdk;568048;2026-06-13T08:52:00.219Z
RPS Agama Kristen_2025.pdf;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS MKWK/RPS Agama Kristen_2025.pdf;File;https://drive.google.com/file/d/1iGfZd6Gf6gxlz_-FSl_fKvR57FLyDc8a/view?usp=drivesdk;535521;2026-06-13T08:51:59.960Z
RPS_Analisa Tenaga Listrik.pdf;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS_Analisa Tenaga Listrik.pdf;File;https://drive.google.com/file/d/14g1FVz6xeI1Wn6H9Vt3xpfqv8CBgdONZ/view?usp=drivesdk;342681;2026-06-13T08:50:58.642Z
RPS-OBE-KECERDASAN BUATAN.pdf;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS-OBE-KECERDASAN BUATAN.pdf;File;https://drive.google.com/file/d/12nlsUw4p0rZNz5zzQeOIVrDcIV7V2Tqg/view?usp=drivesdk;238479;2026-06-13T08:50:54.040Z
RPS-OBE-SENSOR DAN TRANDUSER.pdf;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS-OBE-SENSOR DAN TRANDUSER.pdf;File;https://drive.google.com/file/d/1bMPkGILeV5Rko104zhaH3yRuycxGdJne/view?usp=drivesdk;236178;2026-06-13T08:50:57.253Z
RPS-OBE-ETIKA PROFESI.pdf;AKREDITASI 2026 Batch 3/LKPS/Tabel 3.a.1) Kurikulum dan Rencana Pembelajaran/RPS/RPS-OBE-ETIKA PROFESI.pdf;File;https://drive.google.com/file/d/1pdq3H0dsT2D1Kc8n1r9VybgW9V7X5lXA/view?usp=drivesdk;243238;2026-06-13T08:50:51.362Z
